region,state,agro_zone,crop_type,crop_variety,soil_type,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,yield_kg_ha,humidity
Northwest,Katsina,Northern Guinea Savanna,Sorghum,CSR-01,Loamy,5.7,31.7,81.7,38.5,958.1,32.2,Urea,87.2,Rainfed,2323.8,66.9
Southwest,Kwara,Derived Savanna,Cassava,TME 419,Sandy,4.5,93.4,96.1,186.1,1148.7,29.5,Organic,170.5,Rainfed,11480.8,76.5
Northwest,Zamfara,Sudan Savanna,Sorghum,SAMSORG 17,Alluvial,6.2,71.8,106.7,25.7,668.9,30.3,NPK,36.4,Sprinkler,3124.1,54.3
Southsouth,Delta,Derived Savanna,Maize,SAMMAZ 15,Loamy,5.1,89.2,37.0,68.6,916.8,32.6,Urea,132.0,Rainfed,2875.9,67.5
Southeast,Imo,Humid Forest,Cassava,TMS 30572,Clay,4.3,32.9,36.3,77.2,1654.8,29.8,SSP,24.3,Rainfed,10301.9,84.3
Southsouth,Delta,Derived Savanna,Cassava,TMS 30572,Alluvial,7.4,33.0,95.6,58.6,1328.4,31.5,Urea,54.7,None,4377.4,79.1
Northcentral,Kogi,Derived Savanna,Cassava,TMS 98/0505,Clay,4.6,33.5,59.7,107.5,1065.2,28.4,Organic,75.0,Rainfed,11461.3,68.0
Southeast,Ebonyi,Humid Forest,Cassava,TMS 98/0505,Sandy,4.7,102.9,63.4,84.7,2441.4,33.8,Urea,75.3,Rainfed,8798.3,63.1
Northcentral,Nasarawa,Northern Guinea Savanna,Sorghum,SAMSORG 14,Clay,6.2,55.6,83.8,193.2,928.3,30.7,Organic,53.8,Rainfed,2224.4,50.5
Northeast,Taraba,Northern Guinea Savanna,Cassava,TMS 98/0505,Lateritic,5.1,40.4,106.8,137.8,1074.2,25.7,NPK,107.8,Rainfed,10091.3,70.6
Northwest,Kano,Sudan Savanna,Sorghum,SAMSORG 17,Alluvial,3.9,103.2,83.4,95.0,746.6,33.6,Urea,110.0,Rainfed,641.1,53.4
Northwest,Kebbi,Sahel Savanna,Sorghum,ICSV 400,Loamy,5.4,93.3,33.3,172.0,468.4,35.6,NPK,139.2,Rainfed,1617.4,43.0
Southsouth,Edo,Derived Savanna,Rice,NERICA-1,Clay Loam,5.9,79.7,24.2,153.0,1477.8,28.7,NPK,55.9,Rainfed,3573.1,81.3
Northcentral,Nasarawa,Northern Guinea Savanna,Cassava,Oko-Iyawo,Alluvial,4.1,44.0,105.1,167.3,1062.9,28.3,NPK,57.1,None,5081.4,47.6
Northcentral,Nasarawa,Derived Savanna,Cassava,TMS 30572,Sandy Loam,4.4,67.8,85.0,102.6,1162.6,32.3,Urea,113.0,Surface,11952.5,65.9
Northcentral,Plateau,Northern Guinea Savanna,Maize,Oba Super-1,Sandy Loam,7.8,113.6,43.9,37.4,1241.5,20.6,NPK,155.0,Rainfed,3484.2,49.0
Southwest,Kwara,Derived Savanna,Cassava,TMS 30572,Clay Loam,8.2,30.2,11.9,201.3,1595.4,34.7,None,0.0,Rainfed,5644.1,78.7
Southwest,Kwara,Derived Savanna,Cassava,Oko-Iyawo,Lateritic,4.8,49.6,4.7,130.1,1664.8,30.4,None,0.0,Rainfed,2410.3,69.8
Northcentral,Niger,Derived Savanna,Rice,NERICA-1,Sandy Loam,6.2,80.8,15.4,23.7,1613.8,28.2,Urea,51.2,Rainfed,1859.1,78.1
Northwest,Kaduna,Northern Guinea Savanna,Tomato,Dan Eka,Clay Loam,4.6,118.2,50.1,182.2,700.0,29.7,Urea,176.8,Rainfed,11360.3,44.8
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,SAMSORG 14,Lateritic,5.8,30.8,30.9,91.9,925.5,32.5,None,0.0,Rainfed,2197.7,54.7
Northcentral,Plateau,Northern Guinea Savanna,Sorghum,SK 5912,Sandy Loam,5.5,73.8,80.2,30.0,901.9,35.0,NPK,121.8,Drip,2649.1,59.8
Southwest,Ogun,Humid Forest,Yam,Yellow Yam,Alluvial,6.6,101.1,93.2,145.5,1615.1,24.9,SSP,70.7,Rainfed,7621.6,66.6
Southsouth,Delta,Derived Savanna,Cassava,TME 419,Clay Loam,4.8,15.1,55.5,124.8,1033.6,30.8,None,0.0,Drip,10362.2,78.7
Northcentral,Benue,Derived Savanna,Cassava,TME 419,Sandy,4.3,43.6,92.5,83.0,906.7,32.7,NPK,82.7,Rainfed,8523.7,72.9
Southsouth,Rivers,Humid Forest,Cassava,TMS 98/0505,Alluvial,6.4,10.3,68.3,79.0,1927.8,28.7,NPK,163.4,Rainfed,10676.0,70.2
Southwest,Lagos,Humid Forest,Cassava,TME 419,Lateritic,5.5,82.9,20.8,120.5,1693.2,24.5,None,0.0,Rainfed,10588.3,88.9
Southeast,Abia,Humid Forest,Rice,FARO 52,Clay,8.5,119.7,89.5,25.5,1523.3,32.8,Urea,135.1,Surface,2497.3,84.1
Southeast,Imo,Humid Forest,Rice,FARO 52,Sandy,6.4,119.5,56.4,91.7,1959.0,31.7,NPK,86.7,Rainfed,3721.1,74.3
Southeast,Abia,Humid Forest,Cassava,TMS 30572,Loamy,4.5,148.4,22.1,70.0,2072.9,28.8,None,0.0,Rainfed,7591.0,99.4
Southsouth,Delta,Derived Savanna,Cassava,TMS 98/0505,Alluvial,7.2,27.8,52.2,158.9,1011.2,31.1,NPK,35.3,Rainfed,8580.8,57.1
Southwest,Oyo,Humid Forest,Cassava,TME 419,Sandy,4.6,81.4,8.4,58.9,2063.5,32.8,NPK,86.1,Rainfed,4549.9,65.5
Northcentral,Kwara,Derived Savanna,Cassava,Oko-Iyawo,Alluvial,7.2,35.4,64.0,57.1,1477.8,34.6,SSP,86.0,Rainfed,4126.9,86.5
Northcentral,Niger,Derived Savanna,Cassava,TMS 98/0505,Sandy,6.9,37.3,72.5,65.7,991.8,30.5,Urea,149.8,Rainfed,6022.0,57.6
Northwest,Kano,Sudan Savanna,Sorghum,SAMSORG 17,Loamy,4.7,72.5,74.9,21.8,545.9,32.1,NPK,173.7,Surface,1503.6,26.1
Southwest,Kwara,Derived Savanna,Pepper,Shombo,Loamy,6.4,71.2,54.2,125.2,926.9,34.4,None,0.0,Rainfed,4228.2,67.6
Northwest,Katsina,Northern Guinea Savanna,Beans,IT97K-499-35,Sandy Loam,7.6,121.8,44.3,220.9,1061.6,26.1,None,0.0,Surface,1377.4,45.3
Northcentral,Niger,Northern Guinea Savanna,Cassava,TMS 30572,Clay Loam,5.1,146.7,75.9,89.8,1190.4,33.1,NPK,99.4,Rainfed,10742.2,66.2
Southsouth,Akwa Ibom,Humid Forest,Rice,NERICA-1,Sandy,7.7,49.7,50.3,56.7,2577.2,31.9,Organic,68.1,Sprinkler,2175.3,85.7
Northeast,Gombe,Sudan Savanna,Sorghum,SAMSORG 14,Loamy,6.1,16.4,95.7,131.3,575.5,34.9,NPK,132.9,Rainfed,1394.6,27.1
Northwest,Katsina,Northern Guinea Savanna,Sorghum,CSR-01,Clay,6.1,42.8,10.6,117.0,778.8,24.0,None,0.0,Rainfed,778.4,37.3
Northeast,Gombe,Sudan Savanna,Sorghum,ICSV 400,Clay,4.3,37.9,99.2,61.5,1004.0,29.5,NPK,110.8,Rainfed,929.3,30.9
Northcentral,Niger,Northern Guinea Savanna,Cassava,NR 8082,Alluvial,5.7,41.0,83.3,158.4,1099.6,30.5,NPK,115.2,Rainfed,10381.0,69.0
Southwest,Ogun,Humid Forest,Cassava,TME 419,Sandy Loam,4.4,69.9,108.4,169.4,1585.3,31.5,Urea,28.0,Rainfed,12355.4,77.5
Southsouth,Edo,Derived Savanna,Cassava,TMS 30572,Alluvial,7.4,130.9,14.1,196.4,950.5,30.6,NPK,78.8,Rainfed,8399.8,56.3
Northeast,Bauchi,Sudan Savanna,Sorghum,CSR-01,Lateritic,6.4,53.4,7.1,178.1,676.4,28.8,Urea,83.9,Surface,290.4,37.5
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TMS 98/0505,Clay Loam,4.4,41.5,72.5,197.9,1105.7,27.9,SSP,107.4,Rainfed,9892.9,61.0
Southsouth,Edo,Derived Savanna,Pepper,Atarugu,Sandy Loam,6.7,127.1,25.2,84.6,983.7,26.2,Urea,125.9,Surface,4581.5,52.5
Southwest,Osun,Derived Savanna,Maize,DMR-LSR-Y,Clay,7.8,69.8,62.7,127.8,1557.3,28.2,NPK,24.0,Rainfed,2655.6,48.7
Northeast,Taraba,Northern Guinea Savanna,Beans,IT89KD-288,Sandy Loam,5.4,30.6,53.7,91.1,974.2,21.8,Organic,120.5,Rainfed,1333.4,57.8
Northcentral,Benue,Derived Savanna,Yam,Yellow Yam,Loamy,6.3,77.8,81.6,166.7,1509.9,29.5,Organic,106.0,Drip,8657.7,64.2
Southwest,Osun,Derived Savanna,Cassava,TME 419,Sandy,5.6,111.9,12.6,189.3,1517.4,24.8,NPK,133.3,Rainfed,10781.9,75.2
Northwest,Katsina,Northern Guinea Savanna,Cassava,NR 8082,Clay,5.9,18.4,69.1,110.6,1252.6,29.5,NPK,117.7,Rainfed,7740.1,53.7
Northeast,Yobe,Sudan Savanna,Sorghum,SAMSORG 17,Alluvial,6.6,89.2,41.0,132.8,899.9,40.0,NPK,48.6,Rainfed,2067.1,54.7
Northcentral,Kwara,Derived Savanna,Rice,FARO 52,Clay Loam,4.9,87.9,109.8,51.6,1050.2,24.0,NPK,26.3,Rainfed,2657.5,70.0
Northeast,Bauchi,Sudan Savanna,Sorghum,SK 5912,Alluvial,5.3,117.9,99.1,186.0,899.7,37.9,SSP,122.2,Drip,2215.9,46.1
Southeast,Anambra,Humid Forest,Rice,Ofada,Lateritic,7.4,105.8,16.7,80.4,2532.7,31.1,None,0.0,Drip,2771.8,77.4
Southsouth,Delta,Derived Savanna,Maize,DMR-LSR-Y,Clay,7.6,100.8,104.1,175.5,1011.6,30.0,Organic,122.6,Rainfed,3298.3,83.7
Southsouth,Edo,Derived Savanna,Cassava,NR 8082,Alluvial,5.9,140.9,12.6,217.7,1053.1,35.1,NPK,101.3,Rainfed,10349.9,71.8
Southsouth,Cross River,Humid Forest,Rice,FARO 44,Clay Loam,5.1,53.7,51.5,152.3,2437.2,23.5,NPK,38.0,Surface,2874.9,68.7
Northeast,Yobe,Sahel Savanna,Sorghum,ICSV 400,Sandy,4.3,131.6,76.6,103.2,269.9,29.5,NPK,61.3,Rainfed,837.9,47.7
Northwest,Katsina,Northern Guinea Savanna,Maize,Oba Super-1,Alluvial,7.5,86.0,67.1,199.8,1128.1,22.5,Urea,71.1,Rainfed,3460.2,59.3
Southwest,Kwara,Derived Savanna,Rice,NERICA-4,Alluvial,5.9,70.0,100.2,185.1,1379.5,23.3,NPK,179.5,Rainfed,3705.0,79.9
Southsouth,Delta,Derived Savanna,Cassava,Oko-Iyawo,Lateritic,4.2,78.9,39.1,154.0,1088.6,31.9,NPK,58.3,None,9804.4,75.1
Southeast,Enugu,Humid Forest,Rice,FARO 44,Alluvial,7.1,69.3,110.2,156.5,1720.0,26.2,None,0.0,Rainfed,3090.5,94.2
Northeast,Adamawa,Northern Guinea Savanna,Sorghum,CSR-01,Lateritic,8.2,142.7,47.4,91.3,842.6,28.5,NPK,106.2,Rainfed,2923.5,43.7
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 14,Alluvial,4.5,27.7,87.8,88.3,849.0,30.4,NPK,96.4,Rainfed,990.1,51.5
Southsouth,Akwa Ibom,Humid Forest,Cassava,TME 419,Sandy Loam,6.3,36.3,42.6,90.7,2110.6,31.6,Organic,146.5,Rainfed,12174.1,88.1
Southsouth,Delta,Humid Forest,Yam,Water Yam,Sandy Loam,7.9,141.5,92.3,93.3,1765.2,29.2,NPK,57.0,Rainfed,6835.0,90.6
Southwest,Osun,Humid Forest,Rice,FARO 44,Clay Loam,5.1,141.3,83.8,95.1,2573.3,34.3,NPK,145.4,Rainfed,3487.8,65.7
Southwest,Ondo,Humid Forest,Cassava,TME 419,Alluvial,4.7,40.9,38.5,208.5,1565.1,26.0,None,0.0,Rainfed,8294.1,96.9
Northcentral,Kogi,Derived Savanna,Maize,SAMMAZ 14,Sandy Loam,5.9,115.6,49.0,58.4,1551.0,25.4,Urea,102.5,Drip,3264.3,60.3
Southwest,Kwara,Derived Savanna,Cassava,NR 8082,Loamy,5.1,15.0,29.0,118.4,1578.8,34.1,NPK,177.1,Rainfed,12456.0,74.1
Southeast,Ebonyi,Humid Forest,Cassava,NR 8082,Sandy Loam,5.5,87.8,54.8,125.4,2070.1,34.6,NPK,179.2,Rainfed,11964.7,88.7
Southsouth,Delta,Derived Savanna,Cassava,TMS 30572,Sandy,6.2,11.7,105.2,83.9,1392.3,32.5,Urea,163.8,Drip,11254.8,84.1
Northcentral,Nasarawa,Derived Savanna,Rice,NERICA-4,Sandy,8.1,74.7,63.3,16.6,1169.1,30.4,None,0.0,Drip,569.9,80.7
Northeast,Bauchi,Northern Guinea Savanna,Beans,Sampea-14,Alluvial,8.2,19.7,86.9,92.6,901.5,20.2,NPK,154.1,Rainfed,1297.8,61.5
Northeast,Borno,Sahel Savanna,Sorghum,SAMSORG 17,Sandy Loam,6.5,43.7,45.1,128.7,450.5,34.5,Urea,25.3,Surface,2568.2,48.4
Southeast,Enugu,Humid Forest,Rice,Ofada,Clay Loam,5.7,131.0,43.1,71.3,2089.6,29.5,Organic,145.5,Drip,3815.6,83.9
Northwest,Katsina,Northern Guinea Savanna,Sorghum,SK 5912,Alluvial,6.0,71.7,24.4,212.8,778.8,27.5,NPK,22.6,Rainfed,2675.6,37.0
Southeast,Imo,Humid Forest,Rice,FARO 44,Clay Loam,4.3,67.8,35.1,57.8,1674.5,24.7,Urea,23.3,Rainfed,2571.4,86.6
Northwest,Zamfara,Sudan Savanna,Beans,Sampea-7,Alluvial,8.0,10.1,90.1,123.8,496.6,29.1,NPK,96.6,Surface,1074.0,35.4
Northwest,Katsina,Northern Guinea Savanna,Sorghum,CSR-01,Clay Loam,4.8,144.2,102.8,17.2,856.7,20.6,NPK,57.5,Rainfed,1001.9,47.7
Northwest,Kebbi,Sudan Savanna,Tomato,Tropimech,Clay Loam,7.2,102.7,75.3,117.4,909.7,27.4,None,0.0,Rainfed,13869.0,48.8
Southsouth,Edo,Derived Savanna,Rice,NERICA-4,Clay,4.6,46.1,48.8,23.3,1163.1,34.9,NPK,134.5,Sprinkler,1812.1,65.7
Southsouth,Delta,Derived Savanna,Rice,Ofada,Clay,7.7,102.9,107.8,117.5,1368.2,29.7,Organic,99.7,Rainfed,3124.1,81.5
Northcentral,Benue,Derived Savanna,Pepper,Shombo,Loamy,7.9,100.1,69.8,77.5,1573.4,30.5,NPK,94.5,None,3776.3,58.6
Northwest,Katsina,Northern Guinea Savanna,Beans,Sampea-14,Clay Loam,8.2,16.6,92.2,135.8,895.7,20.8,NPK,97.6,Rainfed,1141.3,60.4
Southwest,Oyo,Derived Savanna,Maize,SAMMAZ 14,Clay,8.6,116.9,27.4,174.3,1458.5,26.7,NPK,138.2,Surface,2930.7,71.8
Northeast,Gombe,Sudan Savanna,Sorghum,SAMSORG 14,Alluvial,4.2,37.4,57.0,153.8,752.6,33.2,NPK,102.3,Drip,955.8,60.6
Southsouth,Cross River,Humid Forest,Cassava,NR 8082,Alluvial,6.0,63.1,7.1,217.1,2102.4,30.9,NPK,47.7,Rainfed,8221.8,71.2
Northwest,Kaduna,Northern Guinea Savanna,Cassava,NR 8082,Sandy,5.2,99.1,7.7,56.4,714.6,27.6,Urea,22.5,Rainfed,3939.8,51.7
Northwest,Zamfara,Sudan Savanna,Sorghum,CSR-01,Clay Loam,6.6,55.3,50.4,23.3,868.6,30.7,Organic,78.9,Surface,2485.4,53.3
Southeast,Imo,Humid Forest,Rice,FARO 44,Lateritic,5.9,144.5,67.0,161.3,1617.5,32.4,Organic,179.5,Rainfed,3873.3,91.9
Northcentral,Niger,Northern Guinea Savanna,Maize,DMR-LSR-Y,Loamy,6.5,137.9,71.7,179.0,1136.1,23.5,Urea,172.9,Rainfed,3092.3,45.7
Southsouth,Delta,Derived Savanna,Rice,NERICA-4,Alluvial,6.3,129.8,76.6,182.8,1513.4,29.5,NPK,179.4,Sprinkler,3698.1,74.5
Northwest,Kaduna,Northern Guinea Savanna,Maize,DTMA,Clay,6.2,138.6,30.0,64.8,1145.0,29.2,Urea,148.2,Rainfed,3718.5,71.4
Southsouth,Delta,Derived Savanna,Cassava,Oko-Iyawo,Loamy,5.5,121.7,39.0,154.0,1466.0,28.7,None,0.0,Sprinkler,11107.4,72.7
Southwest,Oyo,Humid Forest,Cassava,Oko-Iyawo,Sandy,4.4,126.2,60.7,137.7,2316.2,31.7,SSP,155.8,Drip,9512.0,81.1
Northcentral,Plateau,Northern Guinea Savanna,Maize,DMR-LSR-Y,Clay Loam,8.5,149.7,27.6,80.2,789.4,23.6,None,0.0,Surface,2984.4,65.4
Southsouth,Delta,Humid Forest,Yam,Yellow Yam,Sandy,8.1,150.7,23.4,195.1,1907.1,27.5,NPK,175.5,Surface,6202.2,79.6
Southwest,Ogun,Humid Forest,Yam,Pona,Sandy,7.4,138.9,102.8,96.0,1500.1,27.6,NPK,158.2,Sprinkler,6900.1,75.1
Southwest,Osun,Derived Savanna,Pepper,Shombo,Sandy Loam,7.8,40.3,36.2,92.1,1287.2,29.1,NPK,96.6,Drip,4719.7,58.4
Northcentral,Nasarawa,Derived Savanna,Beans,IT89KD-288,Clay Loam,5.0,2.3,109.5,86.7,1207.5,25.2,NPK,98.6,Rainfed,132.7,81.7
Northwest,Katsina,Sudan Savanna,Sorghum,SAMSORG 14,Alluvial,6.8,103.0,63.0,186.9,409.3,38.2,Organic,92.7,Rainfed,2296.1,56.5
Southeast,Ebonyi,Humid Forest,Cassava,TME 419,Lateritic,6.2,19.9,53.9,116.7,1522.6,33.1,None,0.0,Rainfed,10720.0,83.7
Southeast,Enugu,Humid Forest,Cassava,TME 419,Sandy,4.7,149.9,77.3,106.7,1985.5,23.6,Organic,79.2,Drip,10515.3,75.5
Northeast,Adamawa,Northern Guinea Savanna,Cassava,TME 419,Clay,4.3,36.1,28.0,129.6,788.1,20.9,NPK,24.1,Rainfed,5357.7,58.0
Southeast,Abia,Humid Forest,Rice,NERICA-4,Lateritic,5.9,116.4,37.0,163.6,1565.7,28.1,NPK,87.2,Drip,3526.9,98.2
Southwest,Ogun,Humid Forest,Yam,Pona,Clay,7.4,48.2,105.7,172.6,2114.6,32.0,NPK,99.3,None,6153.0,68.2
Northcentral,Kogi,Derived Savanna,Rice,FARO 52,Sandy Loam,7.5,133.7,92.4,42.9,1531.5,31.9,NPK,129.8,Rainfed,2830.5,72.3
Southeast,Imo,Humid Forest,Rice,NERICA-1,Clay Loam,6.0,141.2,85.3,84.1,2138.9,29.7,None,0.0,None,3397.9,74.7
Southeast,Abia,Humid Forest,Cassava,NR 8082,Clay,4.4,23.1,77.0,85.9,1488.8,29.8,SSP,25.1,None,11063.3,72.0
Northwest,Kano,Sudan Savanna,Sorghum,SAMSORG 14,Sandy,7.0,74.5,6.7,64.8,728.6,28.4,NPK,113.0,Rainfed,276.1,59.0
Southsouth,Delta,Derived Savanna,Rice,FARO 44,Clay,5.4,86.4,106.9,185.3,1301.6,28.9,Urea,90.3,Rainfed,3410.0,71.0
Southsouth,Delta,Derived Savanna,Rice,Ofada,Clay Loam,4.4,57.2,21.7,42.1,1377.2,25.9,NPK,28.4,Rainfed,2594.0,63.5
Southsouth,Delta,Derived Savanna,Maize,Oba Super-1,Loamy,5.8,80.0,52.1,145.6,964.8,28.2,NPK,68.1,Rainfed,3814.6,69.9
Northeast,Taraba,Northern Guinea Savanna,Cassava,TME 419,Clay Loam,6.0,9.2,96.5,114.1,1280.2,34.7,SSP,149.9,Rainfed,3246.0,40.7
Northeast,Bauchi,Northern Guinea Savanna,Cassava,TMS 98/0505,Lateritic,4.6,101.9,14.7,81.4,896.6,26.8,Urea,30.1,Rainfed,5812.4,46.6
Northcentral,Kogi,Derived Savanna,Rice,FARO 52,Alluvial,5.4,76.6,38.3,68.3,1516.0,34.1,Organic,119.8,Rainfed,3555.7,66.9
Northeast,Gombe,Sudan Savanna,Sorghum,CSR-01,Lateritic,5.6,35.7,8.8,163.1,668.1,34.4,NPK,123.8,Drip,724.7,58.9
Southwest,Kwara,Derived Savanna,Cassava,TME 419,Clay,7.7,22.7,73.4,127.4,1333.0,30.5,NPK,65.7,Rainfed,7566.0,65.3
Southwest,Oyo,Humid Forest,Cassava,NR 8082,Lateritic,4.8,24.8,83.7,160.8,2250.1,24.3,NPK,150.9,Sprinkler,10632.3,88.5
Southwest,Ondo,Humid Forest,Cassava,Oko-Iyawo,Lateritic,6.3,56.6,64.7,81.2,1846.6,27.5,NPK,78.8,Surface,12003.7,81.1
Southsouth,Delta,Derived Savanna,Cassava,TMS 98/0505,Alluvial,5.0,109.3,105.8,92.0,1417.1,30.2,NPK,95.7,Surface,11571.0,61.8
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,SAMSORG 14,Lateritic,4.5,22.5,50.0,204.1,1167.0,27.3,None,0.0,None,1260.7,43.2
Southsouth,Bayelsa,Humid Forest,Rice,Ofada,Clay Loam,5.8,68.5,96.9,35.3,1896.5,24.5,None,0.0,Rainfed,3601.3,78.9
Southwest,Osun,Derived Savanna,Pepper,Shombo,Sandy,6.5,69.9,106.6,165.1,1283.5,27.9,None,0.0,Surface,4165.4,62.0
Southeast,Imo,Humid Forest,Rice,NERICA-4,Sandy Loam,6.6,145.8,23.6,44.7,2369.8,31.0,NPK,50.4,Rainfed,3732.3,74.6
Northwest,Katsina,Northern Guinea Savanna,Beans,IT89KD-288,Alluvial,6.6,31.1,72.6,27.8,1128.8,28.8,NPK,72.3,Drip,1221.2,58.3
Southwest,Oyo,Humid Forest,Rice,Ofada,Clay Loam,7.5,79.9,34.9,152.1,2441.1,27.6,Urea,91.8,None,3397.5,95.7
Northcentral,Niger,Northern Guinea Savanna,Sorghum,ICSV 400,Sandy Loam,6.1,52.3,15.4,91.0,1072.6,35.1,Organic,92.5,Rainfed,2049.8,39.0
Northwest,Kebbi,Sahel Savanna,Sorghum,ICSV 400,Clay,8.1,145.3,92.6,99.6,633.5,39.0,NPK,169.7,Rainfed,1950.3,44.1
Southwest,Oyo,Derived Savanna,Rice,FARO 44,Sandy Loam,5.7,43.0,40.1,33.3,1521.4,33.7,NPK,113.5,Rainfed,1203.9,81.0
Southsouth,Delta,Humid Forest,Yam,Water Yam,Clay Loam,5.5,40.4,55.3,188.5,1444.8,24.9,NPK,89.4,Drip,8834.2,79.8
Southsouth,Cross River,Humid Forest,Yam,Water Yam,Loamy,6.9,41.8,19.7,206.4,1948.2,27.0,NPK,135.1,Rainfed,7649.6,68.5
Northeast,Bauchi,Northern Guinea Savanna,Beans,IT89KD-288,Alluvial,6.4,108.9,59.8,197.7,917.2,25.1,Urea,77.7,Surface,1566.7,46.0
Southeast,Anambra,Humid Forest,Cassava,NR 8082,Loamy,5.0,26.2,58.7,43.7,2106.1,32.2,NPK,112.7,Drip,2097.3,95.4
Northcentral,Kogi,Derived Savanna,Cassava,TME 419,Sandy Loam,4.8,11.6,99.9,215.0,1472.3,26.1,Urea,126.6,Rainfed,12116.9,58.7
Southwest,Kwara,Derived Savanna,Yam,Pona,Alluvial,8.0,44.7,50.1,171.9,1593.2,30.2,NPK,89.9,Sprinkler,6297.7,68.4
Southsouth,Akwa Ibom,Humid Forest,Yam,Pona,Clay,6.7,35.7,21.9,202.2,1411.7,26.6,NPK,42.0,Rainfed,7700.0,92.0
Northcentral,Plateau,Northern Guinea Savanna,Cassava,TME 419,Lateritic,4.5,134.6,87.1,127.4,950.2,23.0,NPK,165.6,Rainfed,8981.2,58.1
Northwest,Katsina,Northern Guinea Savanna,Cassava,TMS 98/0505,Sandy Loam,5.6,150.4,62.5,183.6,1054.0,29.4,NPK,35.3,Rainfed,10204.1,74.6
Southwest,Lagos,Humid Forest,Cassava,Oko-Iyawo,Clay Loam,7.0,37.9,17.6,214.0,1876.6,25.1,Organic,158.2,Rainfed,10062.3,83.2
Southwest,Ekiti,Humid Forest,Rice,FARO 44,Clay Loam,6.7,146.8,112.9,140.8,2506.7,27.6,NPK,37.0,Rainfed,3935.4,89.3
Southeast,Abia,Humid Forest,Rice,Ofada,Loamy,7.0,140.3,52.9,69.5,1949.4,24.5,Organic,83.5,Rainfed,3542.6,85.0
Northcentral,Nasarawa,Northern Guinea Savanna,Sorghum,SAMSORG 17,Clay Loam,4.3,133.3,42.4,90.7,1268.0,22.5,Urea,40.8,Rainfed,1127.1,34.3
Northcentral,Kwara,Derived Savanna,Yam,White Yam,Sandy Loam,7.6,87.4,20.1,216.0,1590.6,32.3,Urea,73.9,Rainfed,7203.7,64.7
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,SK 5912,Loamy,8.1,97.1,29.3,185.7,1133.9,35.1,NPK,80.7,Rainfed,1901.8,38.1
Southsouth,Akwa Ibom,Humid Forest,Rice,NERICA-1,Loamy,7.5,108.6,53.7,76.6,1661.7,24.9,NPK,79.8,None,2992.9,70.0
Northcentral,Kwara,Derived Savanna,Maize,Oba Super-1,Lateritic,7.2,133.9,41.9,213.2,941.4,28.0,Urea,140.4,Rainfed,4064.2,60.7
Southsouth,Rivers,Humid Forest,Rice,NERICA-1,Sandy Loam,7.1,104.8,37.5,71.5,2171.0,31.6,NPK,63.5,Drip,3189.9,74.1
Southwest,Ogun,Humid Forest,Pepper,Atarugu,Alluvial,8.0,41.1,97.1,103.9,1446.6,27.1,NPK,162.7,Rainfed,4099.1,74.7
Southsouth,Bayelsa,Humid Forest,Cassava,TME 419,Sandy Loam,4.3,32.5,33.5,170.5,2441.3,33.5,NPK,151.0,Drip,9556.5,82.3
Southwest,Osun,Derived Savanna,Beans,IT97K-499-35,Sandy,7.9,41.8,100.9,63.5,1158.1,22.8,NPK,129.6,Rainfed,1360.2,48.9
Southsouth,Akwa Ibom,Humid Forest,Cassava,TMS 98/0505,Sandy,4.2,60.0,17.5,92.1,1756.0,27.8,NPK,96.5,Rainfed,9717.4,77.3
Northcentral,Nasarawa,Northern Guinea Savanna,Tomato,Dan Eka,Alluvial,4.4,72.5,84.3,177.4,753.5,28.6,NPK,25.1,Drip,9976.2,45.0
Southsouth,Edo,Derived Savanna,Cassava,TME 419,Clay,5.6,17.7,93.9,109.3,1409.4,32.3,Urea,161.0,Rainfed,11228.6,85.9
Northcentral,Kogi,Derived Savanna,Rice,FARO 44,Lateritic,4.9,60.6,21.1,26.5,1485.3,33.5,NPK,23.8,Surface,2461.7,77.2
Southsouth,Rivers,Humid Forest,Cassava,TMS 30572,Clay Loam,8.0,9.7,101.9,55.5,2301.1,29.3,NPK,52.4,Surface,3601.1,84.9
Northcentral,Niger,Northern Guinea Savanna,Cassava,TME 419,Clay Loam,7.3,5.6,21.2,97.4,756.2,27.1,None,0.0,Rainfed,1355.2,49.4
Southwest,Oyo,Derived Savanna,Maize,SAMMAZ 14,Clay,6.0,106.7,30.4,183.2,1175.1,24.7,NPK,33.4,Rainfed,4052.0,51.7
Northcentral,Kogi,Derived Savanna,Maize,SAMMAZ 14,Clay Loam,5.8,135.9,48.4,130.8,951.8,25.0,Urea,91.8,Rainfed,3779.4,71.0
Southsouth,Edo,Derived Savanna,Yam,Aerial Yam,Clay Loam,8.6,95.0,32.5,116.3,1601.1,24.7,NPK,76.3,Rainfed,5817.0,83.7
Southsouth,Delta,Humid Forest,Cassava,TMS 30572,Sandy,7.3,20.3,21.6,186.0,2000.1,31.4,Organic,114.0,Rainfed,9364.7,81.3
